ddd,Player,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average,L4,L8,StdDev
RB,Taiwan Jones,2.8,2.5,1.6,X,X,X,7.2,13.4,X,X,X,X,X,0.2,X,1.5,X,4.17,0.85,0.85,4.63
RB,Mike Davis,X,3.8,2.1,X,X,X,X,3.8,X,X,X,X,X,X,X,X,6.9,4.15,6.90,6.90,2.00
RB,Will Johnson,6.7,X,X,X,X,X,X,X,X,X,X,3.6,2,X,X,X,X,4.10,0.00,2.80,2.39
RB,Tevin Coleman,8,9.2,X,X,0.3,3,1.4,3.1,0.3,X,3.8,13,2.7,1.5,2.3,X,X,4.05,1.90,4.66,3.94
RB,Bruce Miller,X,1.7,X,X,4.3,11.9,X,X,0.4,X,X,X,1.8,0.3,8.3,X,2.2,3.86,3.60,3.15,4.16
RB,Terrance West,3.1,X,X,X,X,X,X,X,X,X,X,3.7,4.6,1.6,6.6,4.2,3.2,3.86,3.90,3.98,1.54
RB,Damien Williams,1.3,11,3.2,1.1,X,0.5,3.9,X,X,X,X,3,1.6,3.1,3.2,6.3,7.9,3.84,5.13,4.18,3.10
RB,Zach Line,X,6.1,6.1,X,X,1.3,6.1,X,X,X,1.7,1.8,X,3.4,7.7,0.3,X,3.83,3.80,2.98,2.70
RB,Jamize Olawale,5.5,X,X,X,1.3,X,0.4,X,7.9,8.9,3.7,1.7,2.7,X,X,X,2.4,3.83,2.40,3.88,2.98
RB,Jalston Fowler,X,3.2,6.9,X,X,X,X,X,X,2.4,1.2,7.2,X,X,1.8,X,X,3.78,1.80,3.15,2.62
RB,Roy Helu,X,X,2.2,11.5,4.8,X,0.3,X,X,X,X,0.3,2.5,X,X,X,4.8,3.77,4.80,2.53,3.87
RB,Zurlon Tipton,X,X,X,X,0.9,X,X,X,X,X,X,X,X,9.7,0.4,X,X,3.67,5.05,5.05,5.23
RB,David Cobb,X,X,X,X,X,X,X,X,X,X,X,0.8,4,0.1,0.9,2.6,13.3,3.62,4.23,3.62,4.95
RB,Terron Ward,X,1.9,X,16,X,1.7,1.7,1.8,X,X,4.8,2.5,X,X,X,0.3,1.1,3.53,0.70,2.18,4.83
RB,Robert Turbin,X,X,X,X,X,2.7,5.8,0.3,X,X,4.8,2.2,4.4,11.1,0.1,2.3,1.5,3.52,3.75,3.77,3.25
RB,Orleans Darkwa,X,X,X,X,X,X,10.8,2.3,2.3,1.5,X,0.2,4.3,2.6,X,3.4,X,3.43,3.00,2.40,3.22
RB,John Kuhn,X,X,X,7.9,0.3,4,X,X,X,X,0.4,X,X,2.6,7.2,0.3,3.7,3.30,3.45,2.84,3.02
RB,Josh Robinson,1.1,8.9,0.8,X,2.2,X,X,X,X,X,X,X,X,X,X,X,X,3.25,0.00,0.00,3.81
RB,Jarryd Hayne,2,0.3,X,X,0.9,X,X,X,X,X,X,X,X,X,X,9.7,X,3.23,9.70,9.70,4.37
RB,Juwan Thompson,X,X,1.1,X,2.6,X,X,X,X,X,X,0.3,5.1,6.9,X,X,X,3.20,6.90,4.10,2.76
RB,Matt Asiata,5.2,0.8,3.5,0.3,X,4.5,2.5,4.1,0.4,4.5,1.9,5,X,5,4.4,1.4,X,3.11,3.60,3.70,1.83
RB,Tyler Varga,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3.00,0.00,0.00,#DIV/0!
RB,Anthony Dixon,6.1,X,X,4,6.9,X,X,X,X,X,X,0.8,0.6,X,1.9,X,0.6,2.99,1.25,0.98,2.69
RB,Austin Johnson,2.9,6.1,0.4,X,X,X,X,X,X,X,X,X,X,X,1.6,3.9,X,2.98,2.75,2.75,2.19
RB,Fozzy Whittaker,2.5,0.3,2.4,2,X,4.3,X,0.3,1.3,X,1.8,X,1.1,9.8,3.6,5.8,X,2.93,6.40,4.42,2.70
RB,Reggie Bush,0.8,X,X,1.6,X,X,6.4,X,X,X,X,X,X,X,X,X,X,2.93,0.00,0.00,3.03
RB,Rex Burkhead,3.4,1.8,X,3.7,X,X,X,X,1.7,X,1.7,2.8,1.6,7.5,X,1.8,X,2.89,4.65,3.08,1.91
RB,Aaron Ripkowski,X,X,X,X,X,X,X,X,2.8,X,X,X,X,X,X,X,X,2.80,0.00,0.00,#DIV/0!
RB,Akeem Hunt,X,X,X,X,X,X,X,X,X,X,0.4,3.5,1.7,0.1,5.4,1.9,6.5,2.79,3.48,2.79,2.45
RB,Dan Herron,X,X,X,X,2.8,3.7,2.2,X,X,X,X,X,5.4,4.1,1.6,1.4,0.4,2.70,1.88,2.58,1.63
RB,Michael Burton,X,0.2,X,1.3,1.6,X,X,X,X,X,X,X,X,2.2,9,X,1.8,2.68,4.33,4.33,3.17
RB,Malcolm Brown,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2.5,2.50,2.50,2.50,#DIV/0!
RB,Toby Gerhart,X,X,1,X,0.2,7.9,0.8,X,X,X,X,X,X,X,X,X,X,2.48,0.00,0.00,3.63
RB,Anthony Sherman,1,X,X,X,X,2.3,X,X,X,X,X,X,X,X,X,X,4.1,2.47,4.10,4.10,1.56
RB,Tommy Bohanon,0.2,X,X,X,X,X,5.6,X,X,2.8,X,X,X,1.2,X,X,X,2.45,1.20,2.00,2.36
RB,Andre Williams,1.4,4.3,8.9,5.5,X,0.6,1.3,0.7,4.7,0.2,X,0.1,2.2,0.3,2.1,0.5,2.6,2.36,1.38,1.14,2.50
RB,Zach Zenner,0.6,X,X,2.3,4.7,1.5,X,X,X,X,X,X,X,X,X,X,X,2.28,0.00,0.00,1.76
RB,John Crockett,X,X,X,X,X,X,X,X,X,X,X,X,2.2,X,X,X,X,2.20,0.00,2.20,#DIV/0!
RB,Fitzgerald Toussaint,X,X,X,X,X,X,X,X,X,X,X,X,1.2,X,X,0.6,4.4,2.07,2.50,2.07,2.04
RB,Knile Davis,3.8,6.9,X,X,0.2,3.5,0.2,0.9,X,X,X,0.1,X,0.6,1.4,X,X,1.96,1.00,0.70,2.32
RB,Stevan Ridley,X,X,X,X,X,X,X,X,X,X,0.5,0.1,0.4,2.3,1.1,3.6,4.9,1.84,2.98,1.84,1.83
RB,Malcolm Johnson,3.4,X,X,X,X,1,X,X,X,X,X,1.1,X,X,X,X,X,1.83,0.00,1.10,1.36
RB,Roosevelt Nix,X,X,X,X,X,X,X,X,X,2,X,1.6,X,X,X,X,X,1.80,0.00,1.80,0.28
RB,Jorvorskie Lane,X,X,X,X,X,X,X,X,1.5,1.8,X,X,X,X,X,X,X,1.65,0.00,1.80,0.21
RB,Tyler Clutts,X,X,X,1.4,X,X,X,X,X,X,X,X,X,X,X,X,X,1.40,0.00,0.00,#DIV/0!
RB,Jacquizz Rodgers,1.6,0.8,3.1,0.3,0.3,X,X,X,X,X,X,X,X,X,X,X,X,1.22,0.00,0.00,1.18
RB,Jerome Felton,X,X,X,X,0.2,X,X,X,X,X,X,2.2,X,X,X,X,X,1.20,0.00,2.20,1.41
RB,Stepfan Taylor,X,X,0.6,X,1.9,X,X,X,X,X,X,0.2,2,1.4,1.1,X,X,1.20,1.25,1.18,0.71
RB,Trey Williams,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.2,1.20,1.20,1.20,#DIV/0!
RB,Bernard Pierce,1.4,0.4,2.4,X,0.6,X,X,X,X,X,X,X,X,X,X,X,X,1.20,0.00,0.00,0.91
RB,Darrel Young,1,X,0.2,X,X,1.8,0.1,X,X,1.6,X,X,X,1.2,1.6,X,1.7,1.15,1.50,1.53,0.67
RB,Antone Smith,X,X,X,X,X,X,X,X,1.1,X,X,X,X,X,X,X,X,1.10,0.00,0.00,#DIV/0!
RB,Corey Grant,1.5,0.1,2.4,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,1.03,0.00,0.00,1.13
RB,Alonzo Harris,X,X,1.7,X,X,X,X,0.2,X,X,X,X,X,X,X,X,X,0.95,0.00,0.00,1.06
RB,Bobby Rainey,2.4,1.8,X,X,X,X,1.4,X,0.3,X,0.5,X,X,X,X,X,-1,0.90,-1.00,-0.25,1.22
RB,Derrick Coleman,0.2,1,X,X,X,X,X,X,X,X,X,0.1,X,1.9,1,X,X,0.84,1.45,1.00,0.73
RB,Jay Prosch,X,0.4,2.4,X,X,X,X,X,X,X,0.3,X,X,X,0.2,X,X,0.83,0.20,0.25,1.05
RB,Jordan Todman,X,1.1,X,X,X,X,X,X,0.3,0.8,X,X,X,X,X,X,X,0.73,0.00,0.80,0.40
RB,Cierre Wood,X,X,X,X,0.3,X,X,X,X,X,X,X,X,X,X,X,X,0.30,0.00,0.00,#DIV/0!
RB,Kendall Hunter,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2,X,X,0.20,0.20,0.20,#DIV/0!
RB,Jeff Heath,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2,0.20,0.20,0.20,#DIV/0!
RB,George Winn,X,X,X,X,X,X,X,X,X,X,X,0.1,X,X,X,X,X,0.10,0.00,0.10,#DIV/0!
RB,Raheem Mostert,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-1,-1.00,-1.00,-1.00,#DIV/0!
TE,Rob Gronkowski,32.4,27.3,17.1,X,10.7,14,30.8,26.3,8.7,25.3,5.7,20.8,X,18.7,16.4,12.6,3.8,18.04,12.88,14.76,8.98
TE,Jordan Reed,19.3,14.2,15.6,7.7,X,X,30.2,X,10.8,17.9,9.6,17.8,6.3,30,27.4,36.9,8.5,18.01,25.70,19.30,9.67
TE,Delanie Walker,13.3,X,13.8,X,7.6,17.7,12.5,12.2,30.5,8.2,21.9,15.1,23.2,14.1,20.4,14.9,22,16.49,17.85,17.48,6.14
TE,Tyler Eifert,34.4,14.9,X,9.9,29,13,X,7.9,28.3,5.6,17.2,13,X,6.2,X,X,15.1,16.21,10.65,11.42,9.47
TE,Gary Barnidge,6.8,2.7,25.5,19.5,30.9,18.9,19.1,18.3,5.5,18.5,X,16.1,10.9,19.4,11.9,7.7,14.6,15.39,13.40,14.16,7.51
TE,Greg Olsen,2.1,13,36.4,4.8,X,29.1,9.5,19.9,16.6,16,14.4,12,23.9,8.2,19.9,8,3.6,14.84,9.93,13.25,9.40
TE,Antonio Gates,X,X,X,X,30.2,18.5,X,9.6,12.9,X,1.6,21.3,11,13.6,14.8,3.1,12.4,13.55,10.98,11.11,8.00
TE,Ben Watson,4.9,3.2,7.2,6,12.6,31.7,9.9,32.7,11,4.9,X,9.3,13.8,14,16.9,1.5,17.9,12.34,12.58,11.19,9.10
TE,Travis Kelce,31.6,9.8,16,8.9,6.5,13.8,12.3,16.9,X,8.6,9.6,16.9,7.2,4.8,13.3,16.3,2,12.16,9.10,9.84,6.87
TE,Zach Ertz,7.6,4.7,5,3.1,11,8.3,11.3,X,9.4,13.8,3.2,X,8.9,14.8,21.8,27.2,27.2,11.82,22.75,16.70,7.92
TE,Austin Seferian-Jenkins,31,4.9,X,X,X,X,X,X,X,X,X,X,6.1,6.1,11.9,14,7.8,11.69,9.95,9.18,9.15
TE,Jimmy Graham,17.1,2.1,21.3,6.9,6,25,5.1,14.5,X,7.1,6.9,11.5,X,X,X,X,X,11.23,0.00,8.50,7.34
TE,Zach Miller,X,3.4,3.1,X,X,X,X,X,10.3,30.7,7.7,9,1.6,19.5,11.7,13.9,X,11.09,15.03,13.44,8.78
TE,Chase Coffman,X,8.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,12.9,10.55,12.90,12.90,3.32
TE,Martellus Bennett,16.5,8.8,5.5,25.3,7.2,11.9,X,6.2,19.7,4.8,4.6,X,4.4,X,X,X,X,10.45,0.00,4.60,7.09
TE,Julius Thomas,X,X,X,X,4,20.8,1.4,X,4.4,4.3,13.8,29.6,9.5,16.4,13.9,3.2,3.2,10.38,9.18,11.74,8.72
TE,Will Tye,X,X,X,X,8.8,4.2,X,X,3.9,10.6,X,13.4,10,14,15.3,5.8,17.7,10.37,13.20,12.40,4.76
TE,Jason Witten,26,12.6,12.5,9.7,7.3,X,13.3,3.6,10.3,9.2,4.7,7.6,9.5,9,9.9,2.2,17.8,10.33,9.73,8.74,5.68
TE,Richard Rodgers,6.8,13.3,3.5,15.5,10.5,5.4,X,3.6,18.9,14.2,3.7,7,31.6,7.3,1.7,1.2,18.9,10.19,7.28,10.70,8.17
TE,Crockett Gillmore,4.3,25.8,7,X,X,6,10.3,8.8,X,14.2,18.1,5,1.7,X,X,X,X,10.12,0.00,9.75,7.35
TE,Eric Ebron,15.3,15.3,10.1,4.2,X,X,19.9,5.4,X,6.8,X,4.8,8.9,5.7,11.9,8.9,13.5,10.05,10.00,8.64,4.86
TE,Charles Clay,8.3,10.9,19.2,23.1,1.7,15.2,5.6,X,1.6,10.2,2.4,8.1,16.6,1.9,X,X,X,9.60,1.90,7.84,7.15
TE,Jacob Tamme,4.9,11.7,1.8,X,17.4,6.2,6.6,29.3,12.1,X,2.6,11.9,5.6,6.6,X,6.9,10.1,9.55,7.87,7.28,7.07
TE,Heath Miller,16.4,11.5,3.7,1.1,7.6,1.5,X,23.5,6.2,8,X,9.5,X,16.8,4.2,9.9,10.8,9.34,10.43,9.87,6.30
TE,Kyle Rudolph,10.3,14,3.4,2.7,X,8.9,9,4.2,5,1.7,25.6,12.3,4.3,12.7,4.1,13.3,X,8.77,10.03,10.57,6.29
TE,Ladarius Green,18.4,9.7,X,15.3,10,12.5,18.5,2,X,X,1.9,2.9,4.1,4.6,3.3,4.7,X,8.30,4.20,3.58,6.17
TE,Coby Fleener,3.5,X,9.1,23.3,2.9,5,7.7,17.3,6.2,X,7.5,5.7,6,1.6,2.2,3.3,21.8,8.21,7.23,6.87,6.95
TE,Owen Daniels,2.5,4.9,13.8,8.9,X,4.4,X,7.4,25.2,2.4,10.9,9.8,3.3,7.3,3.4,12,2.5,7.91,6.30,6.45,6.07
TE,Larry Donnell,5.1,12.8,6.2,8.8,15.5,5.9,5.8,3.2,X,X,X,X,X,X,X,X,X,7.91,0.00,0.00,4.21
TE,Vernon Davis,7.7,11.2,X,X,X,X,10.1,8.4,X,3.9,12.8,3,4.5,14.4,1.5,X,X,7.75,7.95,6.68,4.40
TE,Tony Moeaki,X,X,X,X,X,X,2.1,X,X,X,X,X,X,X,X,X,12.7,7.40,12.70,12.70,7.50
TE,Brent Celek,1.6,X,X,8,13.4,X,3.1,X,X,20.4,14.9,9,2.6,1.1,5.1,2.8,5.8,7.32,3.70,7.71,6.09
TE,Jake Stoneburner,X,9.8,2.3,9.6,X,X,X,X,X,X,X,X,X,X,X,X,X,7.23,0.00,0.00,4.27
TE,Garrett Celek,7,3,5.9,5.6,11.6,X,1.8,X,15.2,X,5.5,X,X,X,X,X,X,6.95,0.00,5.50,4.42
TE,Michael Hoomanawanui,X,X,X,X,X,X,14.1,X,7.1,X,X,X,2.9,X,X,8.7,1.4,6.84,5.05,4.33,5.03
TE,Scott Chandler,7.1,5.3,4.5,X,X,5.9,5.4,1.9,1.5,7.1,1.3,16.8,16.1,X,X,X,X,6.63,0.00,10.33,5.28
TE,Troy Niklas,X,X,X,X,X,2.3,X,15.2,X,X,X,X,X,X,X,X,1.8,6.43,1.80,1.80,7.60
TE,Darren Fells,18.2,X,2.3,2.7,10.5,1.9,X,X,X,5.1,8.8,X,3.2,7.3,8.4,X,1.7,6.37,5.80,5.75,5.01
TE,Vance McDonald,1.5,X,X,1.7,2.9,2,1.1,2.3,3.9,X,16.5,19.1,3.8,X,2,17.1,6.7,6.20,8.60,10.87,6.66
TE,Daniel Fells,6.3,X,5.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,6.00,0.00,0.00,0.42
TE,Tyler Kroft,X,X,X,X,X,X,X,X,X,X,X,1.4,2.7,5.1,12.1,8.6,X,5.98,8.60,5.98,4.38
TE,Cameron Brate,X,X,X,1.7,X,X,1.6,12.8,2.7,1.6,13.7,16.3,3.2,3.6,X,5.6,2,5.89,3.73,6.57,5.56
TE,Maxx Williams,2.5,1.8,7.4,3.7,1,6.4,X,X,X,14,5,X,X,X,8.1,3.6,11.3,5.89,7.67,8.40,4.07
TE,Jared Cook,13.5,9.7,1.7,5.2,1.8,X,2.9,9.7,2,5.5,7.1,9.8,5.2,2.1,10.4,1.5,X,5.87,4.67,5.94,3.94
TE,Tim Wright,X,X,X,3.6,4.2,10.7,2.3,X,X,X,X,X,X,X,X,X,7.9,5.74,7.90,7.90,3.47
TE,Jordan Cameron,11.3,9.2,4.6,3.9,X,12,4.3,5.4,1.6,1.5,10.1,3.3,1.4,6.5,1.5,6.4,8.6,5.73,5.75,4.91,3.61
TE,Ed Dickson,1.9,X,3.9,8.1,X,5.4,X,X,1.6,11.1,X,X,5.7,7.4,X,X,X,5.64,7.40,8.07,3.22
TE,Clive Walford,1.1,1.4,X,X,4.3,X,12.2,3.3,7.1,9.8,4.5,2.4,10.3,7.7,3,3.2,8.6,5.64,5.63,6.19,3.59
TE,Lance Kendricks,12.2,2.5,3.2,X,3.6,X,X,2.7,4.5,1.4,12.3,4.7,X,X,5.7,X,8.7,5.59,7.20,6.56,3.81
TE,Anthony Fasano,2.8,19.4,3.6,X,X,2.1,5.1,1.9,12.3,2.9,3.4,4.2,X,X,5.1,4.1,X,5.58,4.60,3.94,5.13
TE,Clay Harbor,X,X,13.3,7.1,X,X,X,X,X,X,3.7,2.2,X,4.1,X,3.7,2.8,5.27,3.53,3.30,3.87
TE,Matt LaCosse,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,5.2,X,5.20,5.20,5.20,#DIV/0!
TE,Demetrius Harris,X,X,X,X,X,3.5,X,X,X,X,4.6,X,X,3.8,X,X,8.5,5.10,6.15,5.63,2.31
TE,Mychal Rivera,1.4,4.5,X,3.2,6.3,X,3.1,X,3.6,10.6,3.1,4.8,3.3,13.9,5,X,3.2,5.08,7.37,6.27,3.46
TE,Brandon Myers,X,X,4.8,1.8,5.4,X,X,6.2,X,6.5,X,X,X,X,X,X,X,4.94,0.00,6.50,1.88
TE,Nick O'Leary,X,X,X,X,X,X,X,X,X,X,X,X,X,X,4.7,X,X,4.70,4.70,4.70,#DIV/0!
TE,Chris Gragg,X,X,X,2.5,X,10.4,5.5,X,X,X,X,X,X,2.1,2.6,3.9,X,4.50,2.87,2.87,3.15
TE,Kellen Davis,X,X,X,X,X,X,X,7.1,X,X,X,X,1.8,X,X,X,X,4.45,0.00,1.80,3.75
TE,Luke Willson,X,5.6,X,3.5,3.7,2.6,X,12.1,X,X,3.5,2.2,5.6,1.8,3.7,X,X,4.43,2.75,3.36,2.97
TE,Nick Boyle,X,X,3.9,4.2,5.7,X,6,2.5,X,6.5,X,2,4.5,X,X,X,X,4.41,0.00,4.33,1.62
TE,Cooper Helfet,X,X,X,X,X,X,X,X,X,X,1.7,X,2.3,4,1.5,8.3,8.2,4.33,5.50,4.33,3.16
TE,Jesse James,X,X,X,X,X,X,X,X,9.3,1.2,X,3.8,6,X,X,1.3,X,4.32,1.30,3.08,3.42
TE,Jermaine Gresham,1.4,1.5,5.4,1.8,X,X,10.2,3.9,X,10.6,X,1.9,2.3,X,X,1.7,5.6,4.21,3.65,4.42,3.41
TE,Trey Burton,X,X,X,X,X,X,X,X,X,X,X,6.9,X,X,X,X,1.5,4.20,1.50,4.20,3.82
TE,Blake Bell,X,2.1,1,X,1.6,X,X,X,X,X,X,9.7,1.5,7.9,8.3,X,1.5,4.20,5.90,5.78,3.72
TE,Derek Carrier,2.8,X,X,3.8,10.7,7.9,3.5,X,X,2.4,2.7,1.6,X,1.7,X,X,X,4.12,1.70,2.10,3.10
TE,Rhett Ellison,1.3,X,X,X,X,2.1,X,X,3.1,9.8,3.9,3.3,X,5.1,X,X,X,4.09,5.10,5.53,2.80
TE,Craig Stevens,X,2.3,4.9,X,1.1,X,X,1.9,4.5,X,X,9,9.1,X,1.5,1.8,X,4.01,1.65,5.35,3.14
TE,Josh Hill,X,1.2,2,9.1,X,6.8,X,1.5,10.1,X,X,X,3.1,1.6,X,3.2,1.4,4.00,2.07,2.33,3.38
TE,Brandon Pettigrew,X,X,X,X,5.9,X,X,X,X,7.2,1.8,3.1,X,1.7,X,X,X,3.94,1.70,3.45,2.49
TE,Virgil Green,X,9.2,3.6,X,X,X,X,9.1,2.3,1.8,1.9,X,3.2,X,X,1.8,2.4,3.92,2.10,2.22,3.03
TE,Gavin Escobar,8.8,2.6,X,X,X,X,X,X,X,3.2,4,0.8,X,X,X,X,X,3.88,0.00,2.67,2.99
TE,John Phillips,X,X,7.5,7.1,X,X,1.5,3.1,X,X,X,X,1.8,X,X,1.9,X,3.82,1.90,1.85,2.76
TE,James O'Shaughnessy,X,7.4,X,1.8,X,4.3,1.2,X,X,X,X,X,X,X,X,X,X,3.68,0.00,0.00,2.82
TE,Jack Doyle,X,X,6.2,X,1,2.7,X,X,9.8,X,X,1.5,X,X,X,2.7,1.3,3.60,2.00,1.83,3.25
TE,Andrew Quarless,X,X,3.4,X,X,X,X,X,X,X,X,X,X,X,X,3.7,X,3.55,3.70,3.70,0.21
TE,C.J. Fiedorowicz,2.5,2.9,X,10.8,1.4,1.8,X,3.5,X,5,X,4,1.8,X,X,1.6,3.4,3.52,2.50,3.16,2.66
TE,Marcedes Lewis,X,X,X,9,X,1.8,3.3,X,3.7,1.9,X,3.4,1.7,2.4,3.6,2.3,5.5,3.51,3.45,2.97,2.14
TE,Dwayne Allen,10.7,X,X,X,3.1,5.3,2,1.4,X,X,1.7,3.9,1.6,1.7,1.6,X,X,3.30,1.65,2.10,2.89
TE,Garrett Graham,X,7.7,1.9,1.6,1.8,X,X,X,X,X,X,X,X,X,X,X,X,3.25,0.00,0.00,2.97
TE,Dion Sims,X,X,X,X,X,13.3,0.7,1.6,1.9,1.8,X,0.9,1.4,3.4,1.9,1.8,7,3.25,3.53,2.60,3.76
TE,Jeff Cumberland,X,X,3,X,X,X,2.6,1.7,5.4,X,X,X,X,X,X,X,X,3.18,0.00,0.00,1.58
TE,MyCole Pruitt,X,X,X,X,X,X,2.3,3.5,1.6,2.7,1.8,X,1.4,5.6,X,X,X,2.70,5.60,2.88,1.47
TE,Phillip Supernaw,X,X,X,X,X,X,X,X,X,X,2.6,X,X,2.6,X,X,X,2.60,2.60,2.60,0.00
TE,Ryan Hewitt,X,X,X,X,X,2.6,X,3.2,X,1.7,X,4.9,1.7,1.9,1.9,X,X,2.56,1.90,2.42,1.17
TE,Lee Smith,X,1.6,1.8,3.4,X,X,2.1,1.6,2,1.1,X,1.2,7.5,X,X,2.7,X,2.50,2.70,3.13,1.89
TE,Rob Housler,X,X,X,X,1.6,X,X,X,X,X,X,X,X,X,1.9,X,3.8,2.43,2.85,2.85,1.19
TE,Jim Dray,2.3,X,X,X,1.7,X,3,X,2.3,X,X,X,X,X,X,2.8,X,2.42,2.80,2.80,0.51
TE,Luke Stocker,X,X,X,X,X,X,5.2,X,X,X,X,X,1.4,X,X,1.7,1.3,2.40,1.50,1.47,1.87
TE,James Hanna,X,X,X,1.7,X,X,1.6,1,X,X,X,X,2.1,X,X,2,5.8,2.37,3.90,3.30,1.73
TE,Jerome Cunningham,X,1.3,X,X,X,X,X,X,3,2.6,X,1.2,X,X,1.7,4.1,X,2.32,2.90,2.40,1.13
TE,Levine Toilolo,1.4,X,3.6,X,X,3.8,X,1.7,1.1,X,X,X,X,X,X,X,1.8,2.23,1.80,1.80,1.16
TE,Scott Simonson,X,X,X,X,X,X,X,X,X,X,X,X,X,2,X,X,X,2.00,2.00,2.00,#DIV/0!
TE,Michael Williams,X,2.5,X,X,X,X,1.4,X,X,X,X,X,X,X,1.7,X,X,1.87,1.70,1.70,0.57
TE,Khari Lee,X,X,X,X,X,X,X,X,X,X,X,1.7,X,X,X,X,X,1.70,0.00,1.70,#DIV/0!
TE,E.J. Bibbs,X,X,X,X,X,X,X,X,X,X,X,X,1.7,X,X,X,X,1.70,0.00,1.70,#DIV/0!
TE,Brian Parker,X,X,X,X,X,X,X,X,X,1.6,X,X,X,X,X,X,X,1.60,0.00,1.60,#DIV/0!
TE,Nic Jacobs,X,X,X,X,X,X,X,X,1.6,X,X,X,X,X,X,X,X,1.60,0.00,0.00,#DIV/0!
TE,Cory Harkey,X,X,X,1.4,X,X,1.4,X,X,X,X,1.2,1.4,X,X,X,2.2,1.52,2.20,1.60,0.39
TE,Matt Spaeth,X,X,X,X,X,X,X,1.4,X,X,X,1.6,X,X,X,X,X,1.50,0.00,1.60,0.14
TE,C.J. Uzomah,X,X,X,X,X,X,X,X,X,X,X,X,1.4,X,X,X,X,1.40,0.00,1.40,#DIV/0!
TE,Matthew Mulligan,X,1.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.20,0.00,0.00,#DIV/0!
TE,MarQueis Gray,X,X,X,1.2,X,X,X,X,X,X,X,X,X,X,X,X,X,1.20,0.00,0.00,#DIV/0!
TE,Asante Cleveland,X,X,X,X,X,X,X,X,X,X,X,1.1,X,X,X,X,X,1.10,0.00,1.10,#DIV/0!
TE,Geoff Swaim,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.00,0.00,0.00,#DIV/0!
TE,Anthony Levine,X,X,0.3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.30,0.00,0.00,#DIV/0!
WE,Wes Welker,X,X,X,X,X,X,X,X,X,6.2,3.3,3.2,3.5,2.1,X,1.3,3.6,3.31,2.33,3.31,1.53
WR,Antonio Brown,31.3,39.5,24.8,9.2,7.5,5.4,22,16.7,49.6,40.9,X,11.1,40.8,15.7,49.9,13.1,39.7,26.08,29.60,30.17,15.52
WR,Julio Jones,38.1,29.5,43.4,7.8,17.7,15.3,24.2,36.2,26.7,X,28,10.6,17.3,15.8,29.8,35.8,26.9,25.19,27.08,23.46,10.35
WR,Brandon Marshall,18.2,26.1,28.9,22.8,X,26.1,10.7,22.8,14.4,11.3,15.7,37.1,34.1,27.5,11.4,34.5,29.6,23.20,25.75,25.15,8.74
WR,Odell Beckham,9.4,30.6,20.9,8.8,28.4,19.1,7.5,42,22.5,23.4,X,32.2,29.9,38.6,19.6,X,10.4,22.89,22.87,25.68,10.83
WR,DeAndre Hopkins,32.8,10.3,27.1,27.7,30.9,39.8,11,23.4,X,16.7,31.8,8.6,19.8,8.2,17.4,27.7,15.9,21.82,17.30,18.26,9.73
WR,Keenan Allen,34.6,2.6,40.3,17.2,11.7,32.7,17.9,14.5,X,X,X,X,X,X,X,X,X,21.44,0.00,0.00,13.01
WR,Allen Robinson,3.7,36.5,10.8,12,26.2,20.6,21.8,X,21.1,16.1,19.3,16.6,46.3,7.4,14.7,30.1,18.8,20.13,17.75,21.16,10.77
WR,Steve Smith,3.3,28,46.6,6.4,X,29.7,12.8,13.2,X,X,X,X,X,X,X,X,X,20.00,0.00,0.00,15.42
WR,Julian Edelman,21.6,33.9,16.5,X,25,17.2,10.4,27.1,15.5,9.3,X,X,X,X,X,X,X,19.61,0.00,9.30,8.04
WR,Sammy Watkins,X,18,4.9,X,X,14.8,X,X,33.8,4.4,6.9,36.8,22.9,19.2,31.1,13.4,27.6,19.48,22.83,20.29,11.19
WR,Alshon Jeffery,12.8,X,X,X,X,31.7,X,30.6,28.1,5.3,X,16,12.5,25.7,8,X,X,18.97,16.85,13.50,10.14
WR,Larry Fitzgerald,14.7,40.2,37.4,15.9,16.8,17.3,6.9,22.4,X,26,17,16.6,13.5,9.1,7.3,12.9,17.5,18.22,11.70,14.99,9.44
WR,Martavis Bryant,X,X,X,X,X,35.5,14.8,8.9,12.1,31.8,X,19,24.4,12,18.7,2,X,17.92,10.90,17.98,10.32
WR,A.J. Green,11.3,13.5,47.7,15.2,13.8,7.6,X,31.8,9.3,10.7,11.9,24.1,26.8,28.2,4.7,16.7,13.4,17.92,15.75,17.06,11.12
